"count"	"date Y-m-d m:s"	"gas adc"	"LPG PPM"	"temp"	"pressure"	"humidity"	"wind"	"WindTemp" 
57	"2022-08-09 19:50:24"	343	19.8	20.51	1006	86	3.06952	8
58	"2022-08-09 19:50:34"	343	19.8	20.51	1006	86.24	2.86651	8
59	"2022-08-09 19:50:44"	343	19.8	20.51	1006	86.50	2.22478	9
60	"2022-08-09 19:50:54"	343	19.8	20.51	1006	86.73	2.41803	8
61	"2022-08-09 19:51:04"	343	19.8	20.51	1006	86.97	2.37067	9
62	"2022-08-09 19:51:14"	343	19.8	20.51	1006	87.19	2.27027	8
63	"2022-08-09 19:51:24"	343	19.8	20.51	1006	87.40	2.62167	8
64	"2022-08-09 19:51:34"	343	19.8	20.51	1006	87.59	2.89738	8
65	"2022-08-09 19:51:44"	343	19.8	20.51	1006	87.81	2.89738	8
66	"2022-08-09 19:51:54"	343	19.8	20.51	1006	88.01	2.62167	8
67	"2022-08-09 19:52:04"	343	19.8	20.51	1006	88.20	2.78335	8
68	"2022-08-09 19:52:14"	344	20.3	20.51	1006	88.38	2.43829	8
69	"2022-08-09 19:52:24"	344	20.3	20.51	1006	88.56	3.06952	8
70	"2022-08-09 19:52:34"	344	20.3	20.51	1007	88.72	2.01013	8
71	"2022-08-09 19:52:44"	344	20.3	20.51	1007	88.90	2.91257	8
72	"2022-08-09 19:52:54"	344	20.3	20.51	1007	89.06	2.41080	8
73	"2022-08-09 19:53:04"	344	20.3	20.51	1007	89.22	2.21767	8
74	"2022-08-09 19:53:14"	344	20.3	20.51	1007	89.39	2.64319	8
75	"2022-08-09 19:53:24"	344	20.3	20.51	1007	89.54	2.86651	8
76	"2022-08-09 19:53:34"	344	20.3	20.51	1007	89.69	1.92000	8
77	"2022-08-09 19:53:44"	344	20.3	20.51	1007	89.85	2.73148	8
78	"2022-08-09 19:53:54"	344	20.3	20.51	1007	90	2.34341	8
79	"2022-08-09 19:54:04"	344	20.3	20.51	1007	90.13	2.48676	8
80	"2022-08-09 19:54:14"	344	20.3	20.51	1007	90.27	3.06112	8
81	"2022-08-09 19:54:24"	344	20.3	20.51	1007	90.40	2.51479	8
82	"2022-08-09 19:54:34"	345	20.7	20.51	1007	90.52	2.34341	8
83	"2022-08-09 19:54:44"	345	20.7	20.51	1007	90.64	2.77576	8
84	"2022-08-09 19:54:54"	345	20.7	20.51	1007	90.76	1.94380	8
85	"2022-08-09 19:55:04"	345	20.7	20.51	1007	90.90	2.67232	8
86	"2022-08-09 19:55:14"	345	20.7	20.51	1007	91.03	2.80571	8
87	"2022-08-09 19:55:24"	345	20.7	20.51	1007	91.15	2.19179	8
88	"2022-08-09 19:55:34"	345	20.7	20.51	1007	91.27	2.07788	8
89	"2022-08-09 19:55:44"	345	20.7	20.51	1007	91.39	2.51479	8
90	"2022-08-09 19:55:54"	345	20.7	20.51	1007	91.51	2.39050	8
91	"2022-08-09 19:56:04"	345	20.7	20.51	1007	91.63	2.41803	8
92	"2022-08-09 19:56:14"	346	21.2	20.51	1007	91.70	2.59280	8
93	"2022-08-09 19:56:24"	346	21.2	20.51	1007	91.81	2.21135	8
94	"2022-08-09 19:56:34"	346	21.2	20.51	1007	91.91	2.17268	8
95	"2022-08-09 19:56:44"	345	20.7	20.51	1007	92	2.31643	8
96	"2022-08-09 19:56:54"	346	21.2	20.51	1007	92.09	2.09662	8
97	"2022-08-09 19:57:04"	346	21.2	20.51	1007	92.19	2.63641	8
98	"2022-08-09 19:57:14"	346	21.2	20.51	1007	92.26	2.95122	8
99	"2022-08-09 19:57:24"	346	21.2	20.51	1007	92.37	2.53594	8
100	"2022-08-09 19:57:34"	346	21.2	20.51	1007	92.46	2.48676	8
101	"2022-08-09 19:57:44"	346	21.2	20.51	1007	92.55	2.38361	8
102	"2022-08-09 19:57:54"	346	21.2	20.51	1007	92.63	2.61436	8
103	"2022-08-09 19:58:04"	346	21.2	20.51	1007	92.72	2.16619	8
104	"2022-08-09 19:58:14"	346	21.2	20.51	1007	92.79	2.62167	8
105	"2022-08-09 19:58:24"	346	21.2	20.51	1007	92.88	2.16619	8
106	"2022-08-09 19:58:34"	346	21.2	20.51	1007	92.95	2.53594	8
107	"2022-08-09 19:58:44"	346	21.2	20.51	1007	93.02	2.69429	8
108	"2022-08-09 19:58:54"	346	21.2	20.51	1008	93.10	2.23720	8
109	"2022-08-09 19:59:04"	346	21.2	20.51	1008	93.17	2.28974	8
110	"2022-08-09 19:59:14"	346	21.2	20.51	1008	93.25	2.48676	8
111	"2022-08-09 19:59:24"	346	21.2	20.51	1008	93.32	2.26333	8
112	"2022-08-09 19:59:34"	347	21.7	20.51	1008	93.39	2.28329	8
113	"2022-08-09 19:59:44"	347	21.7	20.51	1008	93.45	2.16619	8
114	"2022-08-09 19:59:54"	347	21.7	20.51	1008	93.51	2.57173	8
115	"2022-08-09 20:00:04"	347	21.7	20.51	1008	93.58	2.07788	8
116	"2022-08-09 20:00:14"	347	21.7	20.51	1008	93.66	1.87887	8
117	"2022-08-09 20:00:24"	347	21.7	20.51	1008	93.72	2.23720	8
118	"2022-08-09 20:00:34"	347	21.7	20.51	1008	93.78	2.50795	8
119	"2022-08-09 20:00:44"	347	21.7	20.51	1008	93.86	2.53594	8
120	"2022-08-09 20:00:54"	347	21.7	20.51	1008	93.90	2.24383	8
121	"2022-08-09 20:01:04"	347	21.7	20.51	1008	93.97	2.43158	8
122	"2022-08-09 20:01:14"	347	21.7	20.51	1008	94.03	2.02849	8
123	"2022-08-09 20:01:24"	347	21.7	20.51	1008	94.09	2.38361	8
124	"2022-08-09 20:01:33"	347	21.7	20.51	1008	94.14	1.74773	8
125	"2022-08-09 20:01:43"	347	21.7	20.51	1008	94.20	2.33006	8
126	"2022-08-09 20:01:53"	347	21.7	20.51	1008	94.25	2.12170	8
127	"2022-08-09 20:02:03"	347	21.7	20.51	1008	94.31	2.28329	8
128	"2022-08-09 20:02:13"	347	21.7	20.51	1008	94.36	2.35670	8
129	"2022-08-09 20:02:23"	347	21.7	20.51	1008	94.41	1.96177	8
130	"2022-08-09 20:02:33"	348	22.2	20.51	1008	94.46	2.01013	8
131	"2022-08-09 20:02:43"	348	22.2	20.51	1008	94.51	1.67058	8
132	"2022-08-09 20:02:53"	348	22.2	20.51	1008	94.56	2.33006	8
133	"2022-08-09 20:03:03"	348	22.2	20.51	1008	94.59	2.38361	8
134	"2022-08-09 20:03:13"	348	22.2	20.51	1008	94.66	1.56975	8
135	"2022-08-09 20:03:23"	348	22.2	20.51	1008	94.71	2.66521	8
136	"2022-08-09 20:03:33"	348	22.2	20.51	1008	94.76	2.48676	8
137	"2022-08-09 20:03:43"	348	22.2	20.51	1008	94.80	2.41080	8
138	"2022-08-09 20:03:53"	348	22.2	20.51	1008	94.84	2.74612	8
139	"2022-08-09 20:04:03"	348	22.2	20.51	1008	94.89	2.21135	8
140	"2022-08-09 20:04:13"	348	22.2	20.51	1008	94.90	1.89646	8
141	"2022-08-09 20:04:23"	348	22.2	20.51	1008	94.97	2.14086	8
142	"2022-08-09 20:04:33"	348	22.2	20.51	1008	95.01	2.14086	8
143	"2022-08-09 20:04:43"	348	22.2	20.51	1008	95.07	2.21135	8
144	"2022-08-09 20:04:53"	348	22.2	20.51	1008	95.11	1.96177	8
145	"2022-08-09 20:05:03"	348	22.2	20.51	1008	95.15	2.02849	8
146	"2022-08-09 20:05:13"	348	22.2	20.51	1008	95.19	2.00419	8
147	"2022-08-09 20:05:23"	348	22.2	20.51	1008	95.23	2.28329	8
148	"2022-08-09 20:05:33"	348	22.2	20.51	1008	95.27	2.58582	8
149	"2022-08-09 20:05:43"	348	22.2	20.51	1008	95.31	2.26333	8
150	"2022-08-09 20:05:53"	349	22.7	20.51	1008	95.35	2.12170	8
151	"2022-08-09 20:06:03"	349	22.7	20.51	1008	95.40	2.28329	8
152	"2022-08-09 20:06:13"	349	22.7	20.51	1008	95.43	2.14086	8
153	"2022-08-09 20:06:23"	349	22.7	20.51	1008	95.47	1.78724	8
154	"2022-08-09 20:06:33"	349	22.7	20.51	1008	95.51	2.09662	8
155	"2022-08-09 20:06:43"	349	22.7	20.51	1008	95.55	2.74612	8
156	"2022-08-09 20:06:53"	349	22.7	20.51	1008	95.59	2.58582	8
157	"2022-08-09 20:07:03"	349	22.7	20.51	1008	95.63	2.55757	8
158	"2022-08-09 20:07:13"	349	22.7	20.51	1008	95.66	2.94334	8
159	"2022-08-09 20:07:23"	349	22.7	20.51	1008	95.71	2.23720	8
160	"2022-08-09 20:07:33"	349	22.7	20.51	1008	95.73	2.30967	8
161	"2022-08-09 20:07:43"	349	22.7	20.51	1008	95.76	1.77001	8
162	"2022-08-09 20:07:53"	349	22.7	20.51	1008	95.80	2.30967	8
163	"2022-08-09 20:08:03"	349	22.7	20.51	1008	95.84	2.40441	8
164	"2022-08-09 20:08:13"	349	22.7	20.51	1008	95.87	2.45903	8
165	"2022-08-09 20:08:23"	349	22.7	20.51	1008	95.91	2.91257	8
166	"2022-08-09 20:08:33"	349	22.7	20.51	1008	95.94	2.85195	8
167	"2022-08-09 20:08:43"	349	22.7	20.51	1008	95.97	2.66521	8
168	"2022-08-09 20:08:53"	349	22.7	20.51	1008	96	2.45903	8
169	"2022-08-09 20:09:03"	349	22.7	20.51	1008	96.03	2.09101	8
170	"2022-08-09 20:09:13"	349	22.7	20.51	1008	96.05	2.63641	8
171	"2022-08-09 20:09:23"	349	22.7	20.51	1008	96.08	2.18577	8
172	"2022-08-09 20:09:33"	349	22.7	20.51	1008	96.14	2.58582	8
173	"2022-08-09 20:09:43"	349	22.7	20.51	1008	96.15	2.45903	8
174	"2022-08-09 20:09:53"	349	22.7	20.51	1008	96.18	2.36328	8
175	"2022-08-09 20:10:03"	349	22.7	20.51	1008	96.22	2.85877	8
176	"2022-08-09 20:10:13"	350	23.2	20.51	1008	96.24	2.56422	8
177	"2022-08-09 20:10:23"	350	23.2	20.51	1008	96.27	2.00419	8
178	"2022-08-09 20:10:33"	350	23.2	20.51	1008	96.30	2.66521	8
179	"2022-08-09 20:10:43"	350	23.2	20.51	1008	96.34	2.26333	8
180	"2022-08-09 20:10:53"	350	23.2	20.51	1008	96.35	2.02849	8
181	"2022-08-09 20:11:03"	350	23.2	20.51	1008	96.38	2.02849	8
182	"2022-08-09 20:11:13"	350	23.2	20.51	1008	96.39	2.66521	8
183	"2022-08-09 20:11:23"	350	23.2	20.51	1008	96.43	2.26333	8
184	"2022-08-09 20:11:33"	350	23.2	20.51	1008	96.45	2.18577	8
185	"2022-08-09 20:11:43"	350	23.2	20.51	1008	96.47	2.04727	8
186	"2022-08-09 20:11:53"	350	23.2	20.51	1008	96.51	2.58582	8
187	"2022-08-09 20:12:03"	350	23.2	20.51	1008	96.53	1.98016	8
188	"2022-08-09 20:12:13"	350	23.2	20.51	1008	96.57	2.40441	8
189	"2022-08-09 20:12:23"	350	23.2	20.51	1008	96.61	2.40441	8
190	"2022-08-09 20:12:33"	350	23.2	20.51	1008	96.62	2.63641	8
191	"2022-08-09 20:12:43"	350	23.2	20.51	1008	96.65	2.56422	8
192	"2022-08-09 20:12:53"	350	23.2	20.51	1008	96.67	2.71677	8
193	"2022-08-09 20:13:03"	350	23.2	20.51	1008	96.69	2.50795	8
194	"2022-08-09 20:13:13"	350	23.2	20.51	1008	96.71	2.18577	8
195	"2022-08-09 20:13:23"	350	23.2	20.51	1008	96.73	2.14086	8
196	"2022-08-09 20:13:33"	350	23.2	20.51	1008	96.76	2.85877	8
197	"2022-08-09 20:13:43"	350	23.2	20.51	1008	96.79	1.61163	8
198	"2022-08-09 20:13:53"	350	23.2	20.51	1008	96.80	2.69429	8
199	"2022-08-09 20:14:03"	350	23.2	20.51	1008	96.82	2.51479	8
200	"2022-08-09 20:14:13"	350	23.2	20.51	1008	96.84	2.51479	8
201	"2022-08-09 20:14:23"	350	23.2	20.51	1008	96.86	1.96177	8
202	"2022-08-09 20:14:33"	350	23.2	20.51	1008	96.89	2.45903	8
203	"2022-08-09 20:14:43"	350	23.2	20.51	1008	96.90	2.40441	8
204	"2022-08-09 20:14:53"	350	23.2	20.51	1008	96.92	2.18577	8
205	"2022-08-09 20:15:03"	350	23.2	20.51	1008	96.94	2.82857	8
206	"2022-08-09 20:15:13"	350	23.2	20.51	1008	96.98	2.14086	8
207	"2022-08-09 20:15:23"	350	23.2	20.51	1008	96.98	2.68772	8
208	"2022-08-09 20:15:33"	351	23.7	20.51	1008	97	2.55757	8
209	"2022-08-09 20:15:43"	350	23.2	20.51	1008	97.01	1.65449	8
210	"2022-08-09 20:15:53"	350	23.2	20.51	1008	97.03	2.80571	8
211	"2022-08-09 20:16:03"	351	23.7	20.51	1008	97.05	2.37752	8
212	"2022-08-09 20:16:13"	351	23.7	20.51	1008	97.06	2.53594	8
213	"2022-08-09 20:16:23"	351	23.7	20.51	1008	97.09	2.38361	8
214	"2022-08-09 20:16:33"	351	23.7	20.51	1008	97.11	2.33006	8
215	"2022-08-09 20:16:43"	351	23.7	20.51	1008	97.12	2.11580	8
216	"2022-08-09 20:16:53"	351	23.7	20.51	1008	97.14	2.91257	8
217	"2022-08-09 20:17:03"	351	23.7	20.51	1008	97.15	2.33633	8
218	"2022-08-09 20:17:13"	351	23.7	20.51	1008	97.19	1.92000	8
219	"2022-08-09 20:17:23"	351	23.7	20.51	1008	97.19	1.91446	8
220	"2022-08-09 20:17:33"	351	23.7	20.51	1008	97.21	2.55757	8
221	"2022-08-09 20:17:43"	351	23.7	20.51	1008	97.23	2.52961	8
222	"2022-08-09 20:17:53"	351	23.7	20.51	1008	97.25	2.26333	8
223	"2022-08-09 20:18:03"	351	23.7	20.51	1008	97.26	2.28329	8
224	"2022-08-09 20:18:13"	351	23.7	20.51	1008	97.28	2.74612	8
225	"2022-08-09 20:18:23"	351	23.7	20.51	1008	97.30	2.35670	8
226	"2022-08-09 20:18:33"	351	23.7	20.51	1008	97.31	2.58582	8
227	"2022-08-09 20:18:43"	351	23.7	20.51	1008	97.33	2.79866	8
228	"2022-08-09 20:18:53"	351	23.7	20.51	1008	97.34	2.67232	8
229	"2022-08-09 20:19:03"	351	23.7	20.51	1008	97.36	2.21135	8
230	"2022-08-09 20:19:13"	351	23.7	20.51	1008	97.37	2.16619	8
231	"2022-08-09 20:19:23"	351	23.7	20.51	1008	97.39	2.50795	8
232	"2022-08-09 20:19:33"	351	23.7	20.51	1008	97.41	3.11718	8
233	"2022-08-09 20:19:43"	351	23.7	20.51	1009	97.42	2.12170	8
234	"2022-08-09 20:19:53"	351	23.7	20.51	1008	97.44	2.18577	8
235	"2022-08-09 20:20:03"	351	23.7	20.51	1009	97.45	2.30967	8
236	"2022-08-09 20:20:13"	351	23.7	20.51	1008	97.46	2.45903	8
237	"2022-08-09 20:20:23"	351	23.7	20.51	1009	97.49	2.18577	8
238	"2022-08-09 20:20:33"	351	23.7	20.51	1009	97.50	2.09662	8
239	"2022-08-09 20:20:43"	351	23.7	20.51	1008	97.51	2.57969	8
240	"2022-08-09 20:20:53"	351	23.7	20.51	1009	97.53	2.40441	8
241	"2022-08-09 20:21:03"	351	23.7	20.51	1009	97.55	2.48024	8
242	"2022-08-09 20:21:13"	351	23.7	20.51	1009	97.57	2.50795	8
243	"2022-08-09 20:21:23"	352	24.2	20.51	1009	97.58	2.16046	8
244	"2022-08-09 20:21:33"	352	24.2	20.51	1009	97.59	2.94334	8
245	"2022-08-09 20:21:43"	351	23.7	20.51	1009	97.61	2.66521	8
246	"2022-08-09 20:21:53"	352	24.2	20.51	1009	97.62	2.79866	8
247	"2022-08-09 20:22:03"	352	24.2	20.51	1009	97.63	2.00419	8
248	"2022-08-09 20:22:13"	352	24.2	20.51	1009	97.63	2.99814	8
249	"2022-08-09 20:22:23"	352	24.2	20.51	1009	97.66	2.53594	8
250	"2022-08-09 20:22:33"	352	24.2	20.51	1009	97.67	2.61436	8
251	"2022-08-09 20:22:43"	352	24.2	20.51	1009	97.69	2.91257	8
252	"2022-08-09 20:22:53"	352	24.2	20.51	1009	97.70	2.45903	8
253	"2022-08-09 20:23:03"	352	24.2	20.51	1009	97.71	2.68772	8
254	"2022-08-09 20:23:13"	352	24.2	20.51	1009	97.73	2.07182	8
255	"2022-08-09 20:23:23"	352	24.2	20.51	1009	97.76	2.55757	8
256	"2022-08-09 20:23:33"	352	24.2	20.51	1009	97.75	2.21135	8
257	"2022-08-09 20:23:43"	352	24.2	20.51	1009	97.76	2.43158	8
258	"2022-08-09 20:23:53"	352	24.2	20.51	1009	97.78	2.40441	8
259	"2022-08-09 20:24:03"	352	24.2	20.51	1009	97.79	2.55757	8
260	"2022-08-09 20:24:13"	352	24.2	20.51	1009	97.80	2.33006	8
261	"2022-08-09 20:24:23"	352	24.2	20.51	1009	97.81	2.25718	8
262	"2022-08-09 20:24:33"	352	24.2	20.51	1009	97.82	1.98016	8
263	"2022-08-09 20:24:43"	352	24.2	20.51	1009	97.84	1.98016	8
264	"2022-08-09 20:24:53"	352	24.2	20.51	1009	97.85	2.35670	8
265	"2022-08-09 20:25:03"	352	24.2	20.51	1009	97.85	2.79866	8
266	"2022-08-09 20:25:13"	352	24.2	20.51	1009	97.87	1.83254	8
267	"2022-08-09 20:25:23"	352	24.2	20.51	1009	97.88	2.41080	8
268	"2022-08-09 20:25:33"	352	24.2	20.51	1009	97.88	3.23929	8
269	"2022-08-09 20:25:43"	352	24.2	20.51	1009	97.90	2.50795	8
270	"2022-08-09 20:25:53"	352	24.2	20.51	1009	97.92	2.74612	8
271	"2022-08-09 20:26:03"	352	24.2	20.51	1009	97.92	2.79866	8
272	"2022-08-09 20:26:13"	352	24.2	20.51	1009	97.93	2.11580	8
273	"2022-08-09 20:26:23"	352	24.2	20.51	1009	97.94	2.18577	8
274	"2022-08-09 20:26:33"	352	24.2	20.51	1009	97.96	2.23136	8
275	"2022-08-09 20:26:43"	352	24.2	20.51	1009	97.96	2.80571	8
276	"2022-08-09 20:26:53"	352	24.2	20.51	1009	97.98	3.02947	8
277	"2022-08-09 20:27:03"	352	24.2	20.51	1009	98	2.09101	8
278	"2022-08-09 20:27:13"	352	24.2	20.51	1009	98	2.30371	8
279	"2022-08-09 20:27:23"	352	24.2	20.51	1009	98.02	2.18577	8
280	"2022-08-09 20:27:33"	352	24.2	20.51	1009	98.03	2.53594	8
281	"2022-08-09 20:27:43"	352	24.2	20.51	1009	98.05	2.21135	8
282	"2022-08-09 20:27:53"	352	24.2	20.51	1009	98.05	2.16046	8
283	"2022-08-09 20:28:03"	352	24.2	20.51	1009	98.06	2.11580	8
284	"2022-08-09 20:28:13"	352	24.2	20.51	1009	98.07	2.18577	8
285	"2022-08-09 20:28:23"	352	24.2	20.51	1009	98.08	1.91446	8
286	"2022-08-09 20:28:33"	352	24.2	20.51	1009	98.09	2.18577	8
287	"2022-08-09 20:28:43"	352	24.2	20.51	1009	98.10	2.18577	8
288	"2022-08-09 20:28:53"	352	24.2	20.51	1009	98.11	2.43158	8
289	"2022-08-09 20:29:03"	352	24.2	20.51	1009	98.12	1.77001	8
290	"2022-08-09 20:29:13"	352	24.2	20.51	1009	98.13	1.98582	8
291	"2022-08-09 20:29:23"	352	24.2	20.51	1009	98.14	2.51479	8
292	"2022-08-09 20:29:33"	353	24.7	20.51	1009	98.15	2.58582	8
293	"2022-08-09 20:29:43"	352	24.2	20.51	1009	98.16	2.04727	8
294	"2022-08-09 20:29:53"	353	24.7	20.51	1009	98.17	1.93799	8
295	"2022-08-09 20:30:03"	352	24.2	20.51	1009	98.18	2.02849	8
296	"2022-08-09 20:30:13"	353	24.7	20.51	1009	98.19	2.64319	8
297	"2022-08-09 20:30:23"	353	24.7	20.51	1009	98.20	2.25718	8
298	"2022-08-09 20:30:33"	353	24.7	20.51	1009	98.21	2.21135	8
299	"2022-08-09 20:30:43"	353	24.7	20.51	1009	98.21	2.76906	8
300	"2022-08-09 20:30:53"	353	24.7	20.51	1009	98.22	2.33006	8
301	"2022-08-09 20:31:03"	353	24.7	20.51	1009	98.22	2.16046	8
302	"2022-08-09 20:31:13"	353	24.7	20.51	1009	98.23	2.37752	8
303	"2022-08-09 20:31:23"	353	24.7	20.51	1009	98.24	2.20580	8
304	"2022-08-09 20:31:33"	353	24.7	20.51	1009	98.25	2.53594	8
305	"2022-08-09 20:31:43"	353	24.7	20.51	1009	98.26	2.00419	8
306	"2022-08-09 20:31:53"	353	24.7	20.51	1009	98.27	2.33006	8
307	"2022-08-09 20:32:03"	353	24.7	20.51	1009	98.28	2.04727	8
308	"2022-08-09 20:32:13"	353	24.7	20.51	1009	98.29	2.74612	8
309	"2022-08-09 20:32:23"	353	24.7	20.51	1009	98.29	2.23136	8
310	"2022-08-09 20:32:33"	353	24.7	20.51	1009	98.30	2.21135	8
311	"2022-08-09 20:32:43"	353	24.7	20.51	1009	98.33	2.48024	8
312	"2022-08-09 20:32:53"	353	24.7	20.51	1009	98.33	2.25183	7
313	"2022-08-09 20:33:03"	353	24.7	20.51	1009	98.34	2.11580	8
314	"2022-08-09 20:33:13"	353	24.7	20.51	1009	98.34	2.11580	8
315	"2022-08-09 20:33:23"	353	24.7	20.51	1009	98.36	2.42569	8
316	"2022-08-09 20:33:33"	353	24.7	20.51	1009	98.36	2.55757	8
317	"2022-08-09 20:33:43"	353	24.7	20.51	1009	98.37	2.35670	8
318	"2022-08-09 20:33:53"	353	24.7	20.51	1009	98.38	2.66521	8
319	"2022-08-09 20:34:03"	353	24.7	20.51	1009	98.38	2.23136	8
320	"2022-08-09 20:34:13"	353	24.7	20.51	1009	98.40	1.78724	8
321	"2022-08-09 20:34:23"	353	24.7	20.51	1009	98.40	2.25718	8
322	"2022-08-09 20:34:33"	353	24.7	20.51	1009	98.41	2.23720	8
323	"2022-08-09 20:34:43"	353	24.7	20.51	1009	98.42	2.48024	8
324	"2022-08-09 20:34:53"	353	24.7	20.51	1009	98.43	2.52961	8
325	"2022-08-09 20:35:03"	353	24.7	20.51	1009	98.44	2.23136	8
326	"2022-08-09 20:35:13"	353	24.7	20.51	1009	98.45	2.18577	8
327	"2022-08-09 20:35:23"	353	24.7	20.51	1009	98.46	2.52961	8
328	"2022-08-09 20:35:33"	353	24.7	20.51	1009	98.46	2.48024	8
329	"2022-08-09 20:35:43"	353	24.7	20.51	1009	98.46	3.02947	8
330	"2022-08-09 20:35:53"	353	24.7	20.51	1009	98.48	2.25718	8
331	"2022-08-09 20:36:03"	353	24.7	20.51	1009	98.48	2.40441	8
332	"2022-08-09 20:36:13"	353	24.7	20.51	1009	98.48	1.96177	8
333	"2022-08-09 20:36:23"	353	24.7	20.51	1009	98.50	2.18577	8
334	"2022-08-09 20:36:33"	353	24.7	20.51	1009	98.52	2.09101	8
335	"2022-08-09 20:36:43"	353	24.7	20.51	1009	98.52	1.93799	8
336	"2022-08-09 20:36:53"	353	24.7	20.51	1009	98.52	2.23720	8
337	"2022-08-09 20:37:03"	353	24.7	20.51	1009	98.53	2.63641	8
338	"2022-08-09 20:37:13"	353	24.7	20.51	1009	98.54	1.74295	8
339	"2022-08-09 20:37:23"	353	24.7	20.51	1009	98.54	1.98016	8
