"count"	"date Y-m-d m:s"	"gas adc"	"LPG PPM"	"temp"	"pressure"	"humidity"	"wind"	"WindTemp" 
62	"2022-03-12 02:23:08"	310	9.6	20.51	1004	87.78	0.15046	9
63	"2022-03-12 02:23:18"	310	9.6	20.51	1004	87.80	0.18506	9
64	"2022-03-12 02:23:28"	310	9.6	20.51	1004	87.87	0.13470	9
65	"2022-03-12 02:23:38"	310	9.6	20.51	1004	87.95	0.26942	8
66	"2022-03-12 02:23:48"	310	9.6	20.51	1004	87.97	0.13209	8
67	"2022-03-12 02:23:58"	310	9.6	20.51	1004	87.93	0.11062	9
68	"2022-03-12 02:24:08"	310	9.6	20.51	1004	87.87	0.10569	8
69	"2022-03-12 02:24:18"	310	9.6	20.51	1004	87.94	0.23351	8
70	"2022-03-12 02:24:28"	310	9.6	20.51	1004	88.04	0.24299	8
71	"2022-03-12 02:24:38"	310	9.6	20.51	1004	88.11	0.14439	8
72	"2022-03-12 02:24:48"	310	9.6	20.51	1004	88.15	0.18557	8
73	"2022-03-12 02:24:58"	309	9.3	20.51	1004	88.19	0.14243	9
74	"2022-03-12 02:25:08"	310	9.6	20.51	1004	88.17	0.26099	8
75	"2022-03-12 02:25:18"	309	9.3	20.51	1004	88.11	0.15046	9
76	"2022-03-12 02:25:28"	309	9.3	20.51	1004	88.09	0.17957	9
77	"2022-03-12 02:25:38"	309	9.3	20.51	1004	88.07	0.08022	9
78	"2022-03-12 02:25:48"	309	9.3	20.51	1004	88.07	0.13982	8
79	"2022-03-12 02:25:58"	309	9.3	20.51	1004	88.03	0.14784	8
80	"2022-03-12 02:26:08"	309	9.3	20.51	1004	88.07	0.13927	9
81	"2022-03-12 02:26:18"	309	9.3	20.51	1004	88.12	0.10523	9
82	"2022-03-12 02:26:28"	309	9.3	20.51	1004	88.05	0.21243	9
83	"2022-03-12 02:26:38"	309	9.3	20.51	1004	88.02	0.27454	8
84	"2022-03-12 02:26:48"	309	9.3	20.51	1004	88.07	0.24941	8
85	"2022-03-12 02:26:58"	309	9.3	20.51	1004	88.09	0.10788	9
86	"2022-03-12 02:27:08"	309	9.3	20.51	1004	88.11	0.17597	9
87	"2022-03-12 02:27:18"	309	9.3	20.51	1004	88.05	0.11062	9
88	"2022-03-12 02:27:28"	309	9.3	20.51	1004	88.03	0.04458	9
89	"2022-03-12 02:27:38"	309	9.3	20.51	1004	88.02	0.08052	8
90	"2022-03-12 02:27:48"	309	9.3	20.51	1004	87.99	0.06844	8
91	"2022-03-12 02:27:58"	309	9.3	20.51	1004	88	0.16602	8
92	"2022-03-12 02:28:08"	309	9.3	20.51	1004	87.93	0.09303	8
93	"2022-03-12 02:28:18"	309	9.3	20.51	1004	87.95	0.11184	9
94	"2022-03-12 02:28:28"	309	9.3	20.51	1004	87.94	0.08710	9
95	"2022-03-12 02:28:38"	308	9.1	20.51	1004	87.88	0.17257	9
96	"2022-03-12 02:28:48"	309	9.3	20.51	1004	87.89	0.11062	9
97	"2022-03-12 02:28:58"	308	9.1	20.51	1004	87.90	0.04618	8
98	"2022-03-12 02:29:08"	308	9.1	20.51	1004	87.91	0.14784	8
99	"2022-03-12 02:29:18"	308	9.1	20.51	1004	87.90	0.07490	9
100	"2022-03-12 02:29:28"	308	9.1	20.51	1004	87.90	0.08812	9
101	"2022-03-12 02:29:38"	308	9.1	20.51	1004	87.92	0.18328	9
102	"2022-03-12 02:29:48"	308	9.1	20.51	1004	87.97	0.19267	9
103	"2022-03-12 02:29:58"	308	9.1	20.51	1004	87.98	0.15387	9
104	"2022-03-12 02:30:08"	308	9.1	20.51	1004	88.02	0.11184	9
105	"2022-03-12 02:30:18"	308	9.1	20.51	1004	87.99	0.03356	9
106	"2022-03-12 02:30:28"	308	9.1	20.51	1004	87.95	0.08812	9
107	"2022-03-12 02:30:38"	308	9.1	20.51	1004	87.95	0.11591	9
108	"2022-03-12 02:30:48"	308	9.1	20.51	1004	87.96	0.06501	9
109	"2022-03-12 02:30:58"	308	9.1	20.51	1004	87.96	0.10657	9
110	"2022-03-12 02:31:08"	308	9.1	20.51	1004	87.94	0.11184	9
111	"2022-03-12 02:31:18"	308	9.1	20.51	1004	87.94	0.18702	9
112	"2022-03-12 02:31:28"	308	9.1	20.51	1004	87.91	0.10164	10
113	"2022-03-12 02:31:38"	308	9.1	20.51	1004	87.94	0.16380	9
114	"2022-03-12 02:31:48"	308	9.1	20.51	1004	87.94	0.16380	9
115	"2022-03-12 02:31:58"	308	9.1	20.51	1004	88	0.13168	9
116	"2022-03-12 02:32:08"	308	9.1	20.51	1004	87.99	0.18557	8
117	"2022-03-12 02:32:18"	308	9.1	20.51	1004	88.05	0.16031	9
118	"2022-03-12 02:32:28"	308	9.1	20.51	1004	88.06	0.16031	9
119	"2022-03-12 02:32:38"	308	9.1	20.51	1004	88.05	0.08377	8
120	"2022-03-12 02:32:48"	308	9.1	20.51	1004	88.02	0.09280	9
121	"2022-03-12 02:32:58"	308	9.1	20.51	1004	88.01	0.11184	9
122	"2022-03-12 02:33:08"	308	9.1	20.51	1004	88.03	0.19514	8
123	"2022-03-12 02:33:18"	308	9.1	20.51	1004	88.03	0.15256	8
124	"2022-03-12 02:33:28"	308	9.1	20.51	1004	88.02	0.09161	9
125	"2022-03-12 02:33:38"	308	9.1	20.51	1004	88.01	0.12436	9
126	"2022-03-12 02:33:48"	308	9.1	20.51	1004	87.99	0.12725	9
127	"2022-03-12 02:33:58"	308	9.1	20.51	1004	88.01	0.06117	9
128	"2022-03-12 02:34:08"	308	9.1	20.51	1004	88.07	0.15739	8
129	"2022-03-12 02:34:18"	307	9	20.51	1004	88.07	0.12876	9
130	"2022-03-12 02:34:28"	308	9.1	20.51	1004	88.10	0.21619	9
131	"2022-03-12 02:34:38"	307	9	20.51	1004	88.07	0.11591	9
132	"2022-03-12 02:34:48"	307	9	20.51	1004	88.05	0.09768	9
133	"2022-03-12 02:34:58"	307	9	20.51	1004	88.06	0.10026	9
134	"2022-03-12 02:35:08"	307	9	20.51	1004	88.05	0.07737	8
135	"2022-03-12 02:35:18"	307	9	20.51	1004	88.12	0.06031	9
136	"2022-03-12 02:35:28"	307	9	20.51	1004	88.13	0.07208	8
137	"2022-03-12 02:35:38"	307	9	20.51	1004	88.17	0.11873	9
138	"2022-03-12 02:35:48"	307	9	20.51	1004	88.15	0.17063	9
139	"2022-03-12 02:35:58"	307	9	20.51	1004	88.15	0.09053	9
140	"2022-03-12 02:36:08"	307	9	20.51	1004	88.15	0.06879	9
141	"2022-03-12 02:36:18"	307	9	20.51	1004	88.15	0.13024	9
142	"2022-03-12 02:36:28"	307	9	20.51	1004	88.12	0.07737	8
143	"2022-03-12 02:36:38"	307	9	20.51	1004	88.09	0.20078	8
144	"2022-03-12 02:36:48"	307	9	20.51	1004	88.09	0.22458	9
145	"2022-03-12 02:36:58"	307	9	20.51	1004	88.08	0.19514	8
146	"2022-03-12 02:37:08"	307	9	20.51	1004	88.10	0.14243	9
147	"2022-03-12 02:37:18"	307	9	20.51	1004	88.04	0.13982	8
148	"2022-03-12 02:37:28"	307	9	20.51	1004	88.01	0.10916	9
149	"2022-03-12 02:37:38"	307	9	20.51	1004	88.01	0.10406	10
150	"2022-03-12 02:37:48"	307	9	20.51	1004	87.99	0.10672	9
151	"2022-03-12 02:37:58"	307	9	20.51	1004	87.93	0.22898	9
152	"2022-03-12 02:38:08"	307	9	20.51	1004	87.94	0.15046	9
153	"2022-03-12 02:38:18"	307	9	20.51	1004	87.98	0.06787	9
154	"2022-03-12 02:38:28"	307	9	20.51	1004	87.98	0.08243	9
155	"2022-03-12 02:38:38"	307	9	20.51	1004	87.97	0.09768	9
156	"2022-03-12 02:38:48"	307	9	20.51	1004	87.97	0.05331	9
157	"2022-03-12 02:38:58"	307	9	20.51	1004	88	0.16894	9
158	"2022-03-12 02:39:08"	307	9	20.51	1004	88	0.13024	9
159	"2022-03-12 02:39:18"	307	9	20.51	1004	88.01	0.18328	9
160	"2022-03-12 02:39:28"	307	9	20.51	1004	88.04	0.15199	9
161	"2022-03-12 02:39:38"	307	9	20.51	1004	88.01	0.20654	8
162	"2022-03-12 02:39:48"	307	9	20.51	1004	87.98	0.16380	9
163	"2022-03-12 02:39:58"	307	9	20.51	1004	87.97	0.14715	9
164	"2022-03-12 02:40:08"	307	9	20.51	1004	87.93	0.19446	9
165	"2022-03-12 02:40:18"	307	9	20.51	1004	87.90	0.11062	9
166	"2022-03-12 02:40:28"	307	9	20.51	1004	87.92	0.09768	9
167	"2022-03-12 02:40:38"	307	9	20.51	1004	87.93	0.07700	9
168	"2022-03-12 02:40:48"	307	9	20.51	1004	87.94	0.15750	10
169	"2022-03-12 02:40:58"	307	9	20.51	1004	87.91	0.09406	9
170	"2022-03-12 02:41:08"	307	9	20.51	1004	87.85	0.16740	9
171	"2022-03-12 02:41:18"	307	9	20.51	1004	87.79	0.13652	8
172	"2022-03-12 02:41:28"	307	9	20.51	1004	87.82	0.11346	8
173	"2022-03-12 02:41:38"	307	9	20.51	1004	87.81	0.15387	9
174	"2022-03-12 02:41:48"	307	9	20.51	1004	87.82	0.07208	8
175	"2022-03-12 02:41:58"	307	9	20.51	1004	87.80	0.09131	8
176	"2022-03-12 02:42:08"	307	9	20.51	1004	87.83	0.13209	8
177	"2022-03-12 02:42:18"	306	8.8	20.51	1004	87.84	0.16740	9
178	"2022-03-12 02:42:28"	307	9	20.51	1004	87.84	0.12588	9
179	"2022-03-12 02:42:38"	306	8.8	20.51	1004	87.88	0.07737	8
180	"2022-03-12 02:42:48"	307	9	20.51	1004	87.90	0.08710	9
181	"2022-03-12 02:42:58"	306	8.8	20.51	1004	87.91	0.20078	8
182	"2022-03-12 02:43:08"	306	8.8	20.51	1004	87.89	0.12465	8
183	"2022-03-12 02:43:18"	306	8.8	20.51	1004	87.92	0.09053	9
184	"2022-03-12 02:43:28"	306	8.8	20.51	1004	87.92	0.10141	9
185	"2022-03-12 02:43:38"	306	8.8	20.51	1004	87.89	0.07180	9
186	"2022-03-12 02:43:48"	307	9	20.51	1004	87.87	0.15387	9
187	"2022-03-12 02:43:58"	306	8.8	20.51	1004	87.89	0.05082	9
188	"2022-03-12 02:44:08"	306	8.8	20.51	1004	87.92	0.10916	9
189	"2022-03-12 02:44:18"	306	8.8	20.51	1004	87.97	0.12893	9
190	"2022-03-12 02:44:28"	306	8.8	20.51	1004	88.01	0.11184	9
191	"2022-03-12 02:44:38"	306	8.8	20.51	1004	88.05	0.09410	10
192	"2022-03-12 02:44:48"	306	8.8	20.51	1004	88.07	0.14396	9
193	"2022-03-12 02:44:58"	306	8.8	20.51	1004	88.09	0.16380	9
194	"2022-03-12 02:45:08"	306	8.8	20.51	1004	88.06	0.12588	9
195	"2022-03-12 02:45:18"	306	8.8	20.51	1004	88.05	0.18506	9
196	"2022-03-12 02:45:28"	306	8.8	20.51	1004	88.07	0.26446	9
197	"2022-03-12 02:45:38"	306	8.8	20.51	1004	88.11	0.06305	9
198	"2022-03-12 02:45:48"	306	8.8	20.51	1004	88.12	0.18166	9
199	"2022-03-12 02:45:58"	306	8.8	20.51	1004	88.10	0.10402	9
200	"2022-03-12 02:46:08"	306	8.8	20.51	1004	88.09	0.08579	9
201	"2022-03-12 02:46:18"	306	8.8	20.51	1004	88.07	0.13652	8
202	"2022-03-12 02:46:28"	306	8.8	20.51	1004	88.09	0.10141	9
203	"2022-03-12 02:46:38"	306	8.8	20.51	1004	88.11	0.16234	8
204	"2022-03-12 02:46:48"	306	8.8	20.51	1004	88.11	0.11462	9
205	"2022-03-12 02:46:58"	306	8.8	20.51	1004	88.09	0.14907	8
206	"2022-03-12 02:47:08"	306	8.8	20.51	1004	88.07	0.14243	9
207	"2022-03-12 02:47:18"	306	8.8	20.51	1004	88.03	0.13168	9
208	"2022-03-12 02:47:28"	306	8.8	20.51	1004	88.03	0.13782	9
209	"2022-03-12 02:47:38"	306	8.8	20.51	1004	88.05	0.17112	8
210	"2022-03-12 02:47:48"	306	8.8	20.51	1004	88.10	0.15533	9
211	"2022-03-12 02:47:58"	306	8.8	20.51	1004	88.05	0.16031	9
212	"2022-03-12 02:48:08"	306	8.8	20.51	1004	88.05	0.14570	9
213	"2022-03-12 02:48:18"	306	8.8	20.51	1004	88.02	0.21844	9
214	"2022-03-12 02:48:28"	306	8.8	20.51	1004	88.04	0.13209	8
215	"2022-03-12 02:48:38"	306	8.8	20.51	1004	88.12	0.14243	9
216	"2022-03-12 02:48:48"	306	8.8	20.51	1004	88.13	0.12777	8
217	"2022-03-12 02:48:58"	306	8.8	20.51	1004	88.14	0.13024	9
218	"2022-03-12 02:49:08"	306	8.8	20.51	1004	88.14	0.14396	9
219	"2022-03-12 02:49:18"	306	8.8	20.51	1004	88.09	0.20239	9
220	"2022-03-12 02:49:28"	306	8.8	20.51	1004	88.09	0.10293	8
221	"2022-03-12 02:49:38"	306	8.8	20.51	1004	88.11	0.11462	9
222	"2022-03-12 02:49:48"	306	8.8	20.51	1004	88.12	0.19106	8
223	"2022-03-12 02:49:58"	306	8.8	20.51	1004	88.18	0.16894	9
224	"2022-03-12 02:50:08"	306	8.8	20.51	1004	88.17	0.15533	9
225	"2022-03-12 02:50:18"	306	8.8	20.51	1004	88.15	0.12893	9
226	"2022-03-12 02:50:28"	306	8.8	20.51	1004	88.14	0.24455	8
227	"2022-03-12 02:50:38"	306	8.8	20.51	1004	88.15	0.08957	8
228	"2022-03-12 02:50:48"	306	8.8	20.51	1004	88.12	0.11873	9
229	"2022-03-12 02:50:58"	306	8.8	20.51	1004	88.11	0.16894	9
230	"2022-03-12 02:51:08"	306	8.8	20.51	1004	88.05	0.16031	9
231	"2022-03-12 02:51:18"	306	8.8	20.51	1004	88.03	0.14243	9
232	"2022-03-12 02:51:28"	306	8.8	20.51	1004	88.03	0.12294	9
233	"2022-03-12 02:51:38"	306	8.8	20.51	1004	88.01	0.13332	9
234	"2022-03-12 02:51:48"	306	8.8	20.51	1004	88.05	0.17633	8
235	"2022-03-12 02:51:58"	306	8.8	20.51	1004	88.02	0.09888	9
236	"2022-03-12 02:52:08"	306	8.8	20.51	1004	88.01	0.13332	9
237	"2022-03-12 02:52:18"	306	8.8	20.51	1004	88.03	0.23085	9
238	"2022-03-12 02:52:28"	306	8.8	20.51	1004	87.97	0.10026	9
239	"2022-03-12 02:52:38"	306	8.8	20.51	1004	88.01	0.19514	8
240	"2022-03-12 02:52:48"	306	8.8	20.51	1004	88.06	0.18881	9
241	"2022-03-12 02:52:58"	306	8.8	20.51	1004	88.09	0.10916	9
242	"2022-03-12 02:53:08"	306	8.8	20.51	1004	88.12	0.12294	9
243	"2022-03-12 02:53:18"	306	8.8	20.51	1004	88.10	0.05410	9
244	"2022-03-12 02:53:28"	306	8.8	20.51	1004	88.14	0.15694	9
245	"2022-03-12 02:53:38"	306	8.8	20.51	1004	88.13	0.18328	9
246	"2022-03-12 02:53:48"	306	8.8	20.51	1004	88.14	0.10026	9
247	"2022-03-12 02:53:58"	306	8.8	20.51	1004	88.15	0.17786	9
248	"2022-03-12 02:54:08"	306	8.8	20.51	1004	88.18	0.17957	9
249	"2022-03-12 02:54:18"	306	8.8	20.51	1004	88.16	0.05410	9
250	"2022-03-12 02:54:28"	306	8.8	20.51	1004	88.22	0.10788	9
251	"2022-03-12 02:54:38"	306	8.8	20.51	1004	88.18	0.25770	8
252	"2022-03-12 02:54:48"	306	8.8	20.51	1004	88.18	0.11591	9
253	"2022-03-12 02:54:58"	306	8.8	20.51	1004	88.19	0.11591	9
254	"2022-03-12 02:55:08"	306	8.8	20.51	1004	88.13	0.15694	9
255	"2022-03-12 02:55:18"	306	8.8	20.51	1004	88.13	0.09280	9
256	"2022-03-12 02:55:28"	306	8.8	20.51	1004	88.13	0.19666	9
257	"2022-03-12 02:55:38"	306	8.8	20.51	1004	88.10	0.17419	9
258	"2022-03-12 02:55:48"	306	8.8	20.51	1004	88.11	0.07600	9
259	"2022-03-12 02:55:58"	306	8.8	20.51	1004	88.11	0.11591	9
260	"2022-03-12 02:56:08"	306	8.8	20.51	1004	88.11	0.12893	9
261	"2022-03-12 02:56:18"	306	8.8	20.51	1004	88.15	0.14715	9
262	"2022-03-12 02:56:28"	306	8.8	20.51	1004	88.14	0.20418	9
263	"2022-03-12 02:56:38"	306	8.8	20.51	1004	88.05	0.16234	8
264	"2022-03-12 02:56:48"	306	8.8	20.51	1004	88.05	0.19666	9
265	"2022-03-12 02:56:58"	306	8.8	20.51	1004	88.05	0.06879	9
266	"2022-03-12 02:57:08"	306	8.8	20.51	1004	88.06	0.07809	9
267	"2022-03-12 02:57:18"	306	8.8	20.51	1004	88.06	0.12876	9
268	"2022-03-12 02:57:28"	306	8.8	20.51	1004	88.07	0.11733	9
269	"2022-03-12 02:57:38"	306	8.8	20.51	1004	88.06	0.14243	9
270	"2022-03-12 02:57:48"	306	8.8	20.51	1004	88.05	0.13209	8
271	"2022-03-12 02:57:58"	306	8.8	20.51	1004	88.02	0.16982	8
272	"2022-03-12 02:58:08"	306	8.8	20.51	1004	88.03	0.10952	8
273	"2022-03-12 02:58:18"	305	8.6	20.51	1004	88.06	0.14907	8
274	"2022-03-12 02:58:28"	306	8.8	20.51	1004	88.10	0.12465	8
275	"2022-03-12 02:58:38"	306	8.8	20.51	1004	88.06	0.06501	9
276	"2022-03-12 02:58:48"	306	8.8	20.51	1004	88.02	0.10672	9
277	"2022-03-12 02:58:58"	306	8.8	20.51	1004	88.04	0.07700	9
278	"2022-03-12 02:59:08"	306	8.8	20.51	1004	88.05	0.13168	9
279	"2022-03-12 02:59:18"	306	8.8	20.51	1004	88.08	0.17957	9
280	"2022-03-12 02:59:28"	306	8.8	20.51	1004	88.05	0.07292	9
281	"2022-03-12 02:59:38"	305	8.6	20.51	1004	88.03	0.19446	9
282	"2022-03-12 02:59:48"	306	8.8	20.51	1004	88.02	0.12893	9
283	"2022-03-12 02:59:58"	305	8.6	20.51	1004	88.02	0.15046	9
284	"2022-03-12 03:00:08"	306	8.8	20.51	1004	88.06	0.11733	9
285	"2022-03-12 03:00:18"	306	8.8	20.51	1004	88.06	0.03826	8
286	"2022-03-12 03:00:28"	305	8.6	20.51	1004	88.07	0.13982	8
287	"2022-03-12 03:00:38"	305	8.6	20.51	1004	88.08	0.13470	9
288	"2022-03-12 03:00:48"	305	8.6	20.51	1004	88.09	0.17786	9
289	"2022-03-12 03:00:58"	305	8.6	20.51	1004	88.08	0.14105	9
290	"2022-03-12 03:01:08"	305	8.6	20.51	1004	88.08	0.19446	9
291	"2022-03-12 03:01:18"	305	8.6	20.51	1004	88.09	0.20239	9
292	"2022-03-12 03:01:28"	305	8.6	20.51	1004	88.09	0.13927	9
293	"2022-03-12 03:01:38"	305	8.6	20.51	1004	88.07	0.21525	8
294	"2022-03-12 03:01:48"	305	8.6	20.51	1004	88.11	0.17633	8
295	"2022-03-12 03:01:58"	305	8.6	20.51	1004	88.13	0.08579	9
296	"2022-03-12 03:02:08"	305	8.6	20.51	1004	88.13	0.11062	9
297	"2022-03-12 03:02:18"	305	8.6	20.51	1004	88.16	0.07700	9
298	"2022-03-12 03:02:28"	305	8.6	20.51	1004	88.21	0.17257	9
299	"2022-03-12 03:02:38"	305	8.6	20.51	1004	88.25	0.19514	8
300	"2022-03-12 03:02:48"	305	8.6	20.51	1004	88.25	0.12164	9
301	"2022-03-12 03:02:58"	305	8.6	20.51	1004	88.26	0.13782	9
302	"2022-03-12 03:03:08"	305	8.6	20.51	1004	88.21	0.14570	9
303	"2022-03-12 03:03:18"	305	8.6	20.51	1004	88.18	0.12008	9
304	"2022-03-12 03:03:28"	305	8.6	20.51	1004	88.16	0.12047	8
305	"2022-03-12 03:03:38"	305	8.6	20.51	1004	88.16	0.09923	8
306	"2022-03-12 03:03:48"	305	8.6	20.51	1004	88.14	0.13209	8
307	"2022-03-12 03:03:58"	305	8.6	20.51	1004	88.16	0.17419	9
308	"2022-03-12 03:04:08"	305	8.6	20.51	1004	88.13	0.14570	9
309	"2022-03-12 03:04:18"	305	8.6	20.51	1004	88.07	0.22898	9
310	"2022-03-12 03:04:28"	305	8.6	20.51	1004	88.05	0.10952	8
311	"2022-03-12 03:04:38"	305	8.6	20.51	1004	88.09	0.16541	9
312	"2022-03-12 03:04:48"	305	8.6	20.51	1004	88.08	0.09563	8
313	"2022-03-12 03:04:58"	305	8.6	20.51	1004	88.09	0.11184	9
314	"2022-03-12 03:05:08"	305	8.6	20.51	1004	88.04	0.15256	8
315	"2022-03-12 03:05:18"	305	8.6	20.51	1004	87.98	0.15878	9
316	"2022-03-12 03:05:28"	305	8.6	20.51	1004	87.98	0.16541	9
317	"2022-03-12 03:05:38"	305	8.6	20.51	1004	88.01	0.08022	9
318	"2022-03-12 03:05:48"	305	8.6	20.51	1004	88.04	0.13652	8
319	"2022-03-12 03:05:58"	305	8.6	20.51	1004	88.09	0.11184	9
320	"2022-03-12 03:06:08"	305	8.6	20.51	1004	88.13	0.17419	9
321	"2022-03-12 03:06:18"	305	8.6	20.51	1004	88.13	0.13927	9
322	"2022-03-12 03:06:28"	305	8.6	20.51	1004	88.17	0.11750	9
323	"2022-03-12 03:06:38"	305	8.6	20.51	1004	88.17	0.17112	8
324	"2022-03-12 03:06:48"	305	8.6	20.51	1004	88.22	0.11943	8
325	"2022-03-12 03:06:58"	305	8.6	20.51	1004	88.19	0.10569	8
326	"2022-03-12 03:07:08"	305	8.6	20.51	1004	88.23	0.24828	9
327	"2022-03-12 03:07:18"	305	8.6	20.51	1004	88.21	0.09660	9
328	"2022-03-12 03:07:28"	305	8.6	20.51	1004	88.22	0.15387	9
329	"2022-03-12 03:07:38"	305	8.6	20.51	1004	88.20	0.08377	8
330	"2022-03-12 03:07:48"	305	8.6	20.51	1004	88.21	0.05160	9
331	"2022-03-12 03:07:58"	305	8.6	20.51	1004	88.16	0.15046	9
332	"2022-03-12 03:08:08"	305	8.6	20.51	1004	88.10	0.15878	9
333	"2022-03-12 03:08:18"	305	8.6	20.51	1004	88.10	0.21675	8
334	"2022-03-12 03:08:28"	305	8.6	20.51	1004	88.09	0.12893	9
335	"2022-03-12 03:08:38"	305	8.6	20.51	1004	88.12	0.30035	9
336	"2022-03-12 03:08:48"	305	8.6	20.51	1004	88.11	0.14784	8
337	"2022-03-12 03:08:58"	305	8.6	20.51	1004	88.11	0.13982	8
338	"2022-03-12 03:09:08"	305	8.6	20.51	1004	88.10	0.14907	8
339	"2022-03-12 03:09:18"	305	8.6	20.51	1004	88.09	0.12164	9
340	"2022-03-12 03:09:28"	305	8.6	20.51	1004	88.02	0.11242	8
341	"2022-03-12 03:09:38"	305	8.6	20.51	1004	88.06	0.08377	8
